CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
KS-507,1033,648,217,0.2101,744,278,11,122,446,576,11,28,27,385,146,0.1962,106,10,83,345,388,11,17,11,252,71,0.2554,39,101,177,0,0,16,11,0,0.0,0,0,11,0,11,0,397,344,340,0.8564,69,231,166,0,17,55,336,336,76,0.2262,29,96,240,0,269,0,29,0,0,0,,0,0,0,0,0,0
KY-500,1866,1407,989,0.53,1503,363,0,187,672,1162,32,93,62,1111,743,0.4943,144,74,146,513,958,32,16,32,296,246,0.6777,41,159,204,0,77,30,0,0,,0,0,0,0,0,0,1623,1347,1347,0.8299,275,915,708,0,49,25,1335,1184,785,0.588,203,628,707,0,426,0,822,439,439,20,0.0456,59,120,319,0,0,0
KY-501,981,908,908,0.9256,679,302,0,80,263,698,20,156,94,638,638,0.9396,0,4,58,190,469,20,10,26,270,270,0.894,22,73,229,0,146,68,0,0,,0,0,0,0,0,0,357,274,344,0.9636,78,242,115,0,7,78,1759,1759,1722,0.979,179,646,1113,0,390,0,216,717,717,160,0.2232,118,346,371,0,0,64
KY-502,493,453,357,0.7241,423,70,0,23,106,383,4,82,22,383,287,0.6785,141,153,23,106,313,4,16,18,70,70,1.0,0,0,70,0,66,4,0,0,,0,0,0,0,0,0,97,83,97,1.0,9,35,62,0,6,16,400,400,400,1.0,10,38,362,0,311,0,400,0,0,0,,0,0,0,0,0,0
LA-500,318,262,258,0.8113,266,42,10,54,175,143,0,22,0,224,220,0.8271,0,4,44,148,118,0,4,0,28,28,0.6667,10,27,15,0,8,0,10,10,1.0,0,0,10,0,10,0,295,295,295,1.0,45,158,137,0,2,0,361,329,226,0.626,21,82,279,0,103,0,123,135,135,135,1.0,28,106,29,0,0,0
LA-502,241,229,229,0.9502,164,52,25,19,47,179,15,91,23,152,152,0.9268,0,0,19,47,102,15,20,23,52,52,1.0,0,0,52,0,46,0,25,25,1.0,0,0,25,0,25,0,149,149,149,1.0,31,101,48,0,39,0,489,489,351,0.7178,77,194,295,0,138,29,180,12,12,10,0.8333,1,2,10,0,0,0
LA-503,861,836,824,0.957,613,214,34,53,149,712,0,128,93,590,578,0.9429,243,61,34,91,522,0,0,63,212,212,0.9907,19,58,156,0,118,30,34,34,1.0,0,0,34,0,10,0,870,518,547,0.6287,222,624,246,0,74,40,3379,3367,3347,0.9905,269,774,2605,0,794,24,2110,342,342,20,0.0585,106,106,236,0,20,0
LA-505,136,71,31,0.2279,67,69,0,19,54,78,4,0,12,33,8,0.1194,0,30,7,23,40,4,0,4,38,23,0.3333,12,31,38,0,0,8,0,0,,0,0,0,0,0,0,160,83,83,0.5188,32,117,43,0,29,9,52,52,52,1.0,1,2,50,0,16,0,36,18,18,0,0.0,4,11,7,0,0,0
LA-506,549,533,127,0.2313,529,20,0,186,419,130,0,20,0,513,107,0.2023,0,0,186,419,110,0,0,0,20,20,1.0,0,0,20,0,20,0,0,0,,0,0,0,0,0,0,205,182,182,0.8878,13,134,71,0,0,0,341,341,316,0.9267,36,122,219,0,53,0,124,0,0,0,,0,0,0,0,0,0
LA-507,52,52,52,1.0,22,30,0,6,25,27,0,16,0,22,22,1.0,0,4,1,5,17,0,16,0,30,30,1.0,5,20,10,0,0,0,0,0,,0,0,0,0,0,0,33,33,33,1.0,15,16,17,0,9,0,211,211,53,0.2512,9,19,192,0,158,0,14,0,0,0,,0,0,0,0,0,0
LA-509,4388,4248,359,0.0818,4232,156,0,1181,3585,785,18,34,61,4092,230,0.0543,0,34,1178,3575,639,18,4,32,156,129,0.8269,3,10,146,0,30,29,0,0,,0,0,0,0,0,0,495,485,485,0.9798,92,318,177,0,57,33,704,675,675,0.9588,111,307,397,0,81,0,94,174,174,32,0.1839,14,50,124,0,0,0
MA-500,6093,5965,5921,0.9718,5304,694,95,1283,4130,1955,8,497,65,5207,5163,0.9734,45,31,1248,4057,1239,8,28,36,663,663,0.9553,35,73,621,0,405,29,95,95,1.0,0,0,95,0,64,0,1964,1936,1214,0.6181,331,832,1132,0,190,199,3230,3230,2509,0.7768,453,788,2442,0,692,31,2718,4143,4133,2161,0.5216,776,2153,1990,0,0,0
MA-502,889,889,796,0.8954,889,0,0,372,837,52,0,0,30,889,796,0.8954,0,20,372,837,52,0,0,30,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,236,236,233,0.9873,1,10,226,0,0,0,231,0,0,0,,0,0,0,0,0,0
MA-503,326,313,305,0.9356,222,104,0,69,174,152,0,8,0,209,209,0.9414,66,29,69,174,48,0,0,0,104,96,0.9231,0,0,104,0,8,0,0,0,,0,0,0,0,0,0,26,26,16,0.6154,4,10,16,0,11,0,225,225,225,1.0,5,14,211,0,50,6,102,0,0,0,,0,0,0,0,0,0
MA-504,2875,2699,2654,0.9231,2731,136,8,640,2496,375,4,11,34,2646,2612,0.9564,0,0,601,2398,329,4,0,10,45,34,0.25,39,98,38,0,11,24,8,8,1.0,0,0,8,0,0,0,188,188,188,1.0,0,0,188,0,0,34,975,975,975,1.0,129,349,626,0,321,26,799,300,300,172,0.5733,60,172,128,0,19,2
MA-505,407,326,326,0.801,283,124,0,75,276,123,8,44,8,245,245,0.8657,0,0,57,236,39,8,0,8,81,81,0.6532,18,40,84,0,44,0,0,0,,0,0,0,0,0,0,79,79,72,0.9114,23,72,7,0,0,0,329,329,246,0.7477,79,184,145,0,83,0,246,0,0,0,,0,0,0,0,0,0
MA-506,1474,1451,1419,0.9627,1069,392,13,286,918,542,14,151,82,1046,1031,0.9645,60,1,246,805,260,4,24,6,392,375,0.9566,40,113,269,10,127,76,13,13,1.0,0,0,13,0,0,0,777,777,777,1.0,210,725,52,0,0,3,926,926,924,0.9978,145,399,527,0,272,0,308,167,167,0,0.0,36,90,77,0,0,0
MA-507,631,598,580,0.9192,398,226,7,62,207,424,0,200,23,365,354,0.8894,46,9,59,200,198,0,17,4,226,226,1.0,3,7,219,0,183,19,7,0,0.0,0,0,7,0,0,0,169,169,27,0.1598,58,145,24,0,3,24,525,525,487,0.9276,12,44,481,0,319,46,134,132,132,58,0.4394,0,0,132,0,17,0
MA-509,322,293,293,0.9099,248,74,0,48,119,203,0,0,0,228,228,0.9194,67,17,26,60,188,0,0,0,65,65,0.8784,22,59,15,0,0,0,0,0,,0,0,0,0,0,0,24,20,4,0.1667,7,19,5,0,0,3,464,447,265,0.5711,23,60,404,0,165,0,179,226,216,5,0.0221,26,56,170,0,0,0
MA-511,965,940,940,0.9741,950,0,15,252,703,262,0,30,0,925,925,0.9737,20,82,252,703,247,0,15,0,0,0,,0,0,0,0,0,0,15,15,1.0,0,0,15,0,15,0,244,230,230,0.9426,69,200,44,0,12,0,1067,1067,1043,0.9775,147,390,677,0,355,8,585,0,0,0,,0,0,0,0,0,0
MA-515,252,247,223,0.8849,228,24,0,67,231,21,0,0,0,223,223,0.9781,20,15,57,207,21,0,0,0,24,0,0.0,10,24,0,0,0,0,0,0,,0,0,0,0,0,0,94,94,13,0.1383,32,81,13,0,0,0,191,191,172,0.9005,30,97,94,0,25,11,156,0,0,0,,0,0,0,0,0,0
MA-516,3373,3081,2973,0.8814,3013,360,0,890,2756,609,8,47,34,2888,2860,0.9492,15,220,795,2493,512,8,0,8,193,113,0.3139,95,263,97,0,47,26,0,0,,0,0,0,0,0,0,697,677,278,0.3989,42,106,591,0,412,4,2039,2007,1147,0.5625,190,602,1437,0,892,23,1252,944,934,857,0.9078,115,340,604,0,51,0
MA-519,301,281,255,0.8472,269,32,0,69,277,24,0,0,0,249,249,0.9257,16,0,59,251,18,0,0,0,32,6,0.1875,10,26,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,94,94,70,0.7447,7,22,72,0,27,0,67,6,6,0,0.0,0,0,6,0,0,0
MD-501,2498,2424,1728,0.6918,1519,946,33,123,465,2033,0,336,51,1457,1177,0.7749,60,0,73,321,1198,0,68,27,934,525,0.555,50,144,802,0,258,24,33,26,0.7879,0,0,33,0,10,0,538,496,496,0.9219,91,272,266,0,80,27,3117,3117,2491,0.7992,462,1399,1718,0,742,90,1875,1838,1838,101,0.055,353,1183,655,0,0,23
MD-503,240,240,240,1.0,224,16,0,33,99,141,0,6,0,224,224,1.0,13,43,30,89,135,0,0,0,16,16,1.0,3,10,6,0,6,0,0,0,,0,0,0,0,0,0,45,45,45,1.0,8,24,21,0,0,3,197,197,197,1.0,16,48,149,0,0,3,173,81,81,81,1.0,23,55,26,0,0,0
MD-504,100,96,72,0.72,100,0,0,10,45,55,0,0,0,96,72,0.72,43,0,10,45,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,93,93,85,0.914,23,51,42,0,0,8,124,124,124,1.0,9,27,97,0,0,0,86,25,25,25,1.0,15,20,5,0,0,0
MD-505,571,528,528,0.9247,497,74,0,56,431,140,0,0,0,458,458,0.9215,36,0,34,357,140,0,0,0,70,70,0.9459,22,74,0,0,0,0,0,0,,0,0,0,0,0,0,136,136,136,1.0,24,95,41,0,12,1,597,597,289,0.4841,59,155,442,0,312,0,494,0,0,0,,0,0,0,0,0,0
MD-506,81,75,74,0.9136,81,0,0,6,23,58,0,0,0,75,74,0.9136,0,0,6,23,58,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43,43,43,1.0,2,5,38,0,0,2,59,59,59,1.0,3,10,49,0,8,7,1,0,0,0,,0,0,0,0,0,0
MD-509,302,273,273,0.904,234,68,0,40,147,155,0,0,6,205,205,0.8761,0,0,17,85,149,0,0,0,68,68,1.0,23,62,6,0,0,6,0,0,,0,0,0,0,0,0,122,113,113,0.9262,26,91,31,0,0,0,62,62,62,1.0,1,3,59,0,0,0,62,0,0,0,,0,0,0,0,0,0
MD-511,103,103,103,1.0,61,42,0,25,79,24,0,3,3,61,61,1.0,48,0,15,39,22,0,3,3,42,42,1.0,10,40,2,0,0,0,0,0,,0,0,0,0,0,0,77,77,76,0.987,19,61,16,0,1,0,106,106,106,1.0,15,51,55,0,0,0,2,3,3,3,1.0,0,0,3,0,0,0
MD-513,249,242,241,0.9679,223,26,0,31,86,163,0,17,0,216,215,0.9641,40,24,25,69,154,0,17,0,26,26,1.0,6,17,9,0,0,0,0,0,,0,0,0,0,0,0,70,70,70,1.0,9,26,44,0,19,0,306,306,207,0.6765,44,155,151,0,99,0,103,0,0,0,,0,0,0,0,0,0
MD-514,949,782,639,0.6733,747,202,0,137,657,292,0,54,20,585,452,0.6051,147,148,101,553,194,0,0,20,197,187,0.9257,36,104,98,0,54,0,0,0,,0,0,0,0,0,0,100,100,100,1.0,17,52,48,0,16,1,771,764,609,0.7899,152,460,311,0,155,0,482,0,0,0,,0,0,0,0,0,0
MD-600,576,576,576,1.0,393,183,0,183,314,261,1,0,97,393,393,1.0,0,0,135,206,186,1,0,15,183,183,1.0,48,108,75,0,0,82,0,0,,0,0,0,0,0,0,189,189,189,1.0,40,121,68,0,0,0,319,319,319,1.0,61,140,179,0,0,6,179,183,183,183,1.0,52,148,35,0,0,0
MD-601,512,472,419,0.8184,436,71,5,51,131,381,0,5,9,396,366,0.8394,14,132,43,108,328,0,0,0,71,48,0.6761,8,23,48,0,0,9,5,5,1.0,0,0,5,0,5,0,331,331,331,1.0,67,212,119,0,2,0,2244,2244,2103,0.9372,316,1178,1066,0,148,0,37,167,167,167,1.0,50,136,31,0,0,0
ME-500,4657,4359,1794,0.3852,3621,1021,15,698,2318,2313,26,59,101,3452,887,0.245,0,188,554,1875,1732,14,17,57,892,892,0.8737,144,443,566,12,42,44,15,15,1.0,0,0,15,0,0,0,486,480,480,0.9877,85,248,237,1,36,12,2563,2556,2537,0.9899,305,1005,1558,0,324,0,223,312,213,213,0.6827,65,196,116,0,0,0
MI-500,1979,1032,822,0.4154,1512,467,0,343,1072,891,16,43,46,935,770,0.5093,45,15,241,769,732,11,20,17,97,52,0.1113,102,303,159,5,23,29,0,0,,0,0,0,0,0,0,708,708,708,1.0,136,467,241,0,70,11,489,489,329,0.6728,61,199,290,0,160,0,52,247,247,27,0.1093,57,184,63,0,0,0
MI-501,1315,1240,1240,0.943,991,279,45,108,331,976,8,248,127,924,924,0.9324,179,326,81,271,716,4,64,47,271,271,0.9713,27,60,215,4,139,80,45,45,1.0,0,0,45,0,45,0,902,839,839,0.9302,175,664,238,0,69,106,2886,2886,2399,0.8313,347,957,1929,0,667,0,2218,231,231,231,1.0,48,176,55,0,0,0
MI-502,166,126,126,0.759,102,56,8,25,82,84,0,20,0,80,80,0.7843,0,0,20,67,35,0,0,0,38,38,0.6786,5,15,41,0,20,0,8,8,1.0,0,0,8,0,0,0,83,66,83,1.0,17,59,24,0,9,0,475,475,475,1.0,70,266,209,0,132,0,272,46,46,46,1.0,19,28,18,0,0,0
MI-503,367,292,292,0.7956,330,37,0,76,155,206,6,3,7,278,278,0.8424,0,0,62,124,200,6,3,6,14,14,0.3784,14,31,6,0,0,1,0,0,,0,0,0,0,0,0,37,37,37,1.0,4,11,26,0,13,10,252,252,112,0.4444,40,119,133,0,140,0,76,46,46,0,0.0,10,35,11,0,0,0
MI-504,278,226,206,0.741,181,97,0,48,123,145,10,6,35,129,109,0.6022,0,79,25,56,120,5,6,5,97,97,1.0,23,67,25,5,0,30,0,0,,0,0,0,0,0,0,126,126,126,1.0,26,73,53,0,4,0,643,643,574,0.8927,84,300,343,0,69,0,215,236,236,44,0.1864,47,207,29,0,0,0
MI-505,341,309,269,0.7889,249,92,0,36,150,183,8,22,25,217,217,0.8715,90,14,32,134,107,8,0,8,92,52,0.5652,4,16,76,0,22,17,0,0,,0,0,0,0,0,0,103,103,89,0.8641,23,62,41,0,9,41,287,287,287,1.0,69,199,88,0,10,104,36,0,0,0,,0,0,0,0,0,0
MI-506,1135,957,934,0.8229,911,224,0,129,454,674,7,37,74,844,844,0.9265,100,1,83,308,596,7,18,35,113,90,0.4018,46,146,78,0,19,39,0,0,,0,0,0,0,0,0,383,383,383,1.0,105,339,44,0,12,61,1076,1076,816,0.7584,98,339,737,0,271,34,409,231,231,112,0.4848,43,142,89,0,18,0
MI-507,686,577,577,0.8411,616,70,0,69,275,398,13,12,35,543,543,0.8815,0,10,49,231,372,13,0,13,34,34,0.4857,20,44,26,0,12,22,0,0,,0,0,0,0,0,0,127,127,127,1.0,23,76,51,0,5,0,403,386,386,0.9578,71,256,147,0,0,0,147,140,140,140,1.0,23,71,69,0,0,10
MI-508,619,600,600,0.9693,558,43,18,57,214,396,9,18,27,539,539,0.9659,0,12,49,195,359,4,0,4,43,43,1.0,8,19,19,5,0,23,18,18,1.0,0,0,18,0,18,0,196,164,164,0.8367,35,125,71,0,5,14,433,433,252,0.582,22,92,341,0,181,0,139,21,21,21,1.0,4,10,11,0,0,0
MI-509,231,171,171,0.7403,195,36,0,23,100,126,5,21,15,145,145,0.7436,66,19,22,95,95,5,5,5,26,26,0.7222,1,5,31,0,16,10,0,0,,0,0,0,0,0,0,179,179,179,1.0,42,141,38,0,0,0,589,589,427,0.725,40,130,458,1,157,8,360,60,60,6,0.1,10,19,41,0,0,4
MI-510,369,261,261,0.7073,264,99,6,49,166,183,20,18,28,228,228,0.8636,0,1,28,90,161,13,18,15,27,27,0.2727,21,76,16,7,0,13,6,6,1.0,0,0,6,0,0,0,118,60,60,0.5085,24,82,36,0,1,11,285,270,231,0.8105,37,135,150,0,39,0,121,39,39,0,0.0,8,30,9,0,0,0
MI-511,219,150,140,0.6393,153,66,0,34,122,96,1,0,30,115,105,0.6863,0,0,19,64,89,0,0,9,35,35,0.5303,15,58,7,1,0,21,0,0,,0,0,0,0,0,0,14,14,14,1.0,2,7,7,0,9,3,7,7,7,1.0,0,0,7,0,0,0,7,0,0,0,,0,0,0,0,0,0
MI-512,125,112,110,0.88,117,8,0,15,42,74,9,8,10,110,108,0.9231,55,0,12,36,73,8,8,8,2,2,0.25,3,6,1,1,0,2,0,0,,0,0,0,0,0,0,70,70,70,1.0,12,37,33,0,13,33,267,267,251,0.9401,51,165,102,0,16,0,31,23,23,0,0.0,8,18,5,0,0,0
MI-514,247,192,192,0.7773,209,38,0,17,82,165,0,14,0,154,154,0.7368,0,0,15,77,132,0,14,0,38,38,1.0,2,5,33,0,0,0,0,0,,0,0,0,0,0,0,5,5,5,1.0,1,3,2,0,5,0,151,151,10,0.0662,7,21,130,0,141,0,1,0,0,0,,0,0,0,0,0,0
MI-515,186,178,178,0.957,122,64,0,37,74,112,0,3,0,114,114,0.9344,0,0,29,55,67,0,3,0,64,64,1.0,8,19,45,0,0,0,0,0,,0,0,0,0,0,0,56,56,56,1.0,10,22,34,0,5,0,13,13,11,0.8462,4,4,9,0,2,0,0,0,0,0,,0,0,0,0,0,0
MI-516,99,78,78,0.7879,99,0,0,18,54,45,0,0,0,78,78,0.7879,30,0,18,54,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34,34,34,1.0,7,30,4,0,0,0,124,124,81,0.6532,25,58,66,0,50,0,73,564,564,74,0.1312,118,303,261,0,0,0
MI-517,86,86,56,0.6512,86,0,0,8,24,62,0,0,0,86,56,0.6512,0,0,8,24,62,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,42,42,42,1.0,5,19,23,0,19,0,74,74,74,1.0,12,38,36,0,0,0,74,0,0,0,,0,0,0,0,0,0
MI-518,85,38,38,0.4471,52,33,0,14,39,37,9,13,9,35,35,0.6731,18,0,4,12,34,6,13,6,3,3,0.0909,10,27,3,3,0,3,0,0,,0,0,0,0,0,0,15,15,15,1.0,2,12,3,0,10,0,20,20,20,1.0,3,6,14,0,0,0,20,0,0,0,,0,0,0,0,0,0
MI-519,215,173,118,0.5488,115,100,0,47,102,113,0,0,0,95,95,0.8261,5,0,24,49,66,0,0,0,78,23,0.23,23,53,47,0,0,0,0,0,,0,0,0,0,0,0,122,54,54,0.4426,31,102,20,0,0,0,127,127,127,1.0,16,55,72,0,0,0,48,36,36,36,1.0,10,32,4,0,0,0
MI-523,73,38,38,0.5205,45,28,0,18,67,6,0,0,0,30,30,0.6667,0,0,12,41,4,0,0,0,8,8,0.2857,6,26,2,0,0,0,0,0,,0,0,0,0,0,0,43,37,37,0.8605,13,39,4,0,2,0,47,47,47,1.0,12,33,14,0,0,0,47,0,0,0,,0,0,0,0,0,0
MN-500,2612,2462,1775,0.6796,1943,669,0,357,1254,1324,34,138,229,1830,1309,0.6737,68,25,250,938,983,22,43,83,632,466,0.6966,107,316,341,12,95,146,0,0,,0,0,0,0,0,0,875,854,842,0.9623,195,699,176,0,36,118,4938,4938,4350,0.8809,507,1666,3272,0,496,169,813,2997,2975,2743,0.9152,350,1279,1718,0,3,129
MN-501,1902,1655,1271,0.6682,1313,589,0,230,703,1180,19,20,109,1117,954,0.7266,20,150,122,318,984,11,0,52,538,317,0.5382,108,385,196,8,20,57,0,0,,0,0,0,0,0,0,487,487,487,1.0,116,407,80,0,21,44,2945,2890,2535,0.8608,337,1154,1791,0,362,66,855,1020,1020,887,0.8696,179,595,425,0,31,77
MN-502,591,470,399,0.6751,370,221,0,123,351,225,15,0,69,292,239,0.6459,57,5,64,181,174,15,0,37,178,160,0.724,59,170,51,0,0,32,0,0,,0,0,0,0,0,0,173,173,173,1.0,43,127,46,0,4,16,293,293,263,0.8976,46,137,156,0,41,0,256,775,775,629,0.8116,167,402,363,10,0,48
MN-503,646,556,504,0.7802,539,107,0,111,320,326,0,0,96,454,402,0.7458,0,36,84,253,286,0,0,69,102,102,0.9533,27,67,40,0,0,27,0,0,,0,0,0,0,0,0,293,271,271,0.9249,68,208,85,0,17,46,1083,1083,986,0.9104,136,354,729,0,120,81,175,490,490,383,0.7816,118,390,100,0,0,5
MN-504,82,66,70,0.8537,32,50,0,21,50,32,0,0,22,31,31,0.9688,0,4,6,14,18,0,0,6,35,39,0.78,15,36,14,0,0,16,0,0,,0,0,0,0,0,0,48,48,48,1.0,11,29,19,0,8,0,80,80,80,1.0,15,30,50,0,10,0,5,141,135,120,0.8511,26,86,55,0,0,0
MN-505,909,763,371,0.4081,674,235,0,172,530,361,18,21,146,545,173,0.2567,119,0,125,360,297,17,5,35,218,198,0.8426,47,170,64,1,16,111,0,0,,0,0,0,0,0,0,182,146,182,1.0,37,115,67,0,5,3,358,358,358,1.0,66,150,208,0,64,0,137,543,535,425,0.7827,131,377,166,0,45,0
MN-506,403,363,332,0.8238,260,143,0,102,250,142,11,3,53,228,197,0.7577,16,9,60,141,108,11,3,15,135,135,0.9441,42,109,34,0,0,38,0,0,,0,0,0,0,0,0,164,145,145,0.8841,41,131,30,3,5,37,151,151,151,1.0,38,102,49,0,1,22,53,553,553,522,0.9439,126,336,217,0,0,0
MN-508,209,183,183,0.8756,109,100,0,49,132,77,0,4,46,83,83,0.7615,10,51,22,59,50,0,4,0,100,100,1.0,27,73,27,0,0,46,0,0,,0,0,0,0,0,0,93,90,93,1.0,23,79,14,0,1,0,649,649,598,0.9214,108,309,340,0,51,5,504,119,119,44,0.3697,31,91,28,0,0,0
MN-509,377,318,289,0.7666,209,168,0,86,206,164,7,10,52,163,145,0.6938,0,0,44,102,107,0,0,18,155,144,0.8571,42,104,57,7,10,34,0,0,,0,0,0,0,0,0,64,64,64,1.0,14,51,13,0,1,5,620,620,592,0.9548,83,236,384,0,21,41,142,508,508,492,0.9685,104,284,224,0,0,13
MN-511,148,131,112,0.7568,123,25,0,32,88,60,0,0,14,106,87,0.7073,0,1,26,72,51,0,0,1,25,25,1.0,6,16,9,0,0,13,0,0,,0,0,0,0,0,0,97,92,97,1.0,32,68,29,0,0,0,145,145,145,1.0,21,93,52,0,0,18,14,103,103,55,0.534,30,72,31,0,0,0
MO-500,373,327,223,0.5979,146,227,0,60,164,168,41,15,214,126,104,0.7123,25,20,32,103,24,19,0,34,201,119,0.5242,28,61,144,22,15,180,0,0,,0,0,0,0,0,0,96,96,96,1.0,25,80,16,0,1,11,476,476,476,1.0,87,290,186,0,206,0,476,321,321,2,0.0062,64,194,127,0,42,0
MO-501,972,857,732,0.7531,675,297,0,129,327,642,3,89,55,601,530,0.7852,130,122,77,215,460,0,0,20,256,202,0.6801,52,112,182,3,89,35,0,0,,0,0,0,0,0,0,412,261,405,0.983,94,265,147,0,15,9,1727,1727,1695,0.9815,208,667,1060,0,278,15,1711,293,293,13,0.0444,27,123,170,0,13,0
MO-503,88,65,65,0.7386,65,23,0,27,67,14,7,0,17,42,42,0.6462,0,264,20,50,11,4,0,8,23,23,1.0,7,17,3,3,0,9,0,0,,0,0,0,0,0,0,69,69,69,1.0,14,40,29,0,19,8,47,47,47,1.0,2,5,42,0,33,0,40,287,287,287,1.0,12,38,249,0,12,2
MO-600,425,260,244,0.5741,385,40,0,73,242,167,16,0,19,220,204,0.5299,0,217,61,218,154,13,0,13,40,40,1.0,12,24,13,3,0,6,0,0,,0,0,0,0,0,0,166,158,158,0.9518,46,142,24,0,15,19,160,160,71,0.4438,13,42,118,0,89,0,160,130,130,0,0.0,40,90,40,0,0,0
MO-602,324,279,79,0.2438,197,127,0,38,128,183,13,45,28,152,27,0.1371,0,0,15,55,130,12,20,12,127,52,0.4094,23,73,53,1,25,16,0,0,,0,0,0,0,0,0,76,76,76,1.0,13,45,31,0,15,0,215,215,105,0.4884,15,55,160,0,110,0,215,0,0,0,,0,0,0,0,0,0
MO-603,173,118,117,0.6763,74,81,18,35,104,68,1,1,1,49,48,0.6486,0,31,20,55,19,0,1,0,51,51,0.6296,15,49,31,1,0,1,18,18,1.0,0,0,18,0,0,0,108,24,24,0.2222,29,79,29,0,2,0,204,191,148,0.7255,25,90,114,0,43,0,137,52,52,0,0.0,13,46,6,0,0,0
MO-604,2063,1812,1774,0.8599,1039,999,25,293,906,1147,10,314,84,788,774,0.7449,0,20,121,436,603,0,0,10,999,975,0.976,172,470,519,10,289,74,25,25,1.0,0,0,25,0,25,0,375,334,185,0.4933,158,327,48,0,32,18,1849,1849,1849,1.0,319,834,1015,0,518,0,1131,0,0,0,,0,0,0,0,0,0
MO-606,1663,828,551,0.3313,1341,314,8,272,932,685,46,101,79,601,516,0.3848,136,56,208,705,597,39,101,45,219,27,0.086,64,227,80,7,0,34,8,8,1.0,0,0,8,0,0,0,316,299,299,0.9462,66,181,135,0,60,0,1019,1019,653,0.6408,138,420,599,0,366,0,822,253,253,0,0.0,50,163,90,0,0,0
MP-500,30,0,0,0.0,30,0,0,4,5,20,5,0,5,0,0,0.0,0,0,4,5,20,5,0,5,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,10,10,1.0,5,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
