CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
OH-501,733,644,283,0.3861,601,120,12,110,309,412,12,19,12,556,224,0.3727,45,92,84,250,339,12,2,12,76,47,0.3917,26,59,61,0,17,0,12,12,1,0,0,12,0,0,0,467,467,467,1,116,424,43,0,37,0,1075,995,825,0.7674,155,394,681,0,253,14,308,162,162,0,0,31,62,100,0,0,0
OH-502,1536,1491,1212,0.7891,1408,88,40,102,381,1155,0,112,59,1363,1084,0.7699,0,134,102,381,1027,0,4,59,88,88,1,0,0,88,0,88,0,40,40,1,0,0,40,0,20,0,860,860,860,1,189,646,214,0,137,42,5270,5270,4721,0.8958,660,2405,2865,0,683,107,1450,0,0,0,.,0,0,0,0,0,0
OH-503,1307,1154,1154,0.8829,1186,121,0,165,531,764,12,79,72,1066,1066,0.8988,59,274,144,482,692,12,39,12,88,88,0.7273,21,49,72,0,40,60,0,0,.,0,0,0,0,0,0,497,497,497,1,89,320,177,0,47,0,2686,2686,2623,0.9765,179,575,2111,0,500,0,2246,0,0,0,.,0,0,0,0,0,0
OH-504,187,163,163,0.8717,176,11,0,33,110,77,0,0,10,152,152,0.8636,0,0,30,101,75,0,0,10,11,11,1,3,9,2,0,0,0,0,0,.,0,0,0,0,0,0,111,111,111,1,23,77,34,0,0,0,482,482,482,1,99,330,152,0,0,0,148,0,0,0,.,0,0,0,0,0,0
OH-505,546,480,480,0.8791,410,136,0,49,137,401,8,52,98,352,352,0.8585,60,0,39,117,285,8,12,36,128,128,0.9412,10,20,116,0,40,62,0,0,.,0,0,0,0,0,0,350,336,336,0.96,74,278,72,0,25,11,1432,1432,1213,0.8471,161,492,940,0,219,0,528,0,0,0,.,0,0,0,0,0,0
OH-506,520,384,384,0.7385,285,213,22,49,152,346,22,48,44,217,217,0.7614,0,18,30,89,180,16,6,16,145,145,0.6808,19,63,144,6,30,28,22,22,1,0,0,22,0,12,0,275,180,180,0.6545,61,182,93,0,21,7,604,604,523,0.8659,71,209,395,0,81,12,291,0,0,0,.,0,0,0,0,0,0
OH-507,3213,2374,1925,0.5991,2414,789,10,562,1675,1533,5,105,23,1688,1287,0.5331,116,63,378,1179,1230,5,29,5,676,628,0.7959,184,496,293,0,76,18,10,10,1,0,0,10,0,0,0,1063,1058,1058,0.9953,222,735,328,0,125,3,3644,3585,2819,0.7736,635,1721,1923,0,775,0,2718,20,20,20,1,0,0,20,0,20,0
OH-508,270,178,178,0.6593,257,13,0,71,182,88,0,0,0,178,178,0.6926,0,10,66,169,88,0,0,0,0,0,0,5,13,0,0,0,0,0,0,.,0,0,0,0,0,0,147,147,147,1,38,126,21,0,0,0,549,549,494,0.8998,53,149,400,0,62,10,391,14,14,14,1,1,2,12,0,0,0
OK-500,158,105,68,0.4304,131,27,0,22,63,85,10,0,24,78,41,0.313,54,2,19,57,64,10,0,10,27,27,1,3,6,21,0,0,14,0,0,.,0,0,0,0,0,0,46,40,40,0.8696,11,29,17,0,9,2,18,18,9,0.5,3,7,11,0,11,0,9,0,0,0,.,0,0,0,0,0,0
OK-501,730,585,531,0.7274,482,240,8,95,254,472,4,41,57,377,374,0.7759,0,72,67,174,304,4,0,4,200,149,0.6208,28,80,160,0,41,53,8,8,1,0,0,8,0,0,0,424,424,424,1,99,285,139,0,60,7,584,584,309,0.5291,17,74,510,0,300,0,301,0,0,0,.,0,0,0,0,0,0
OK-502,1221,1075,858,0.7027,1022,199,0,105,362,859,0,45,41,886,763,0.7466,0,110,64,249,773,0,14,30,189,95,0.4774,41,113,86,0,31,11,0,0,.,0,0,0,0,0,0,135,135,135,1,26,89,46,0,47,9,936,936,612,0.6538,56,160,776,0,351,0,354,0,0,0,.,0,0,0,0,0,0
OK-503,148,104,12,0.0811,136,12,0,6,38,110,0,4,9,92,0,0.0,0,6,5,36,100,0,4,6,12,12,1,1,2,10,0,0,3,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,59,59,59,1,25,39,20,0,5,11,59,0,0,0,.,0,0,0,0,0,0
OK-504,121,102,90,0.7438,59,62,0,16,40,78,3,28,3,40,40,0.678,60,4,6,20,36,3,28,3,62,50,0.8065,10,20,42,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,91,91,91,1,15,38,53,0,0,28,0,0,0,0,.,0,0,0,0,0,0
OK-505,203,150,138,0.6798,170,33,0,24,62,121,20,0,20,117,105,0.6176,0,0,24,62,88,20,0,20,33,33,1,0,0,33,0,0,0,0,0,.,0,0,0,0,0,0,49,46,46,0.9388,4,31,18,0,38,0,86,70,35,0.407,6,20,66,0,35,0,6,0,0,0,.,0,0,0,0,0,0
OK-506,252,158,108,0.4286,214,38,0,16,196,56,0,0,12,120,70,0.3271,0,12,6,162,52,0,0,12,38,38,1,10,34,4,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,7,7,7,1,0,0,7,0,0,0,0,0,0,0,.,0,0,0,0,0,0
OK-507,388,241,44,0.1134,386,2,0,43,125,251,12,3,12,239,44,0.114,0,23,42,123,251,12,3,12,2,0,0,1,2,0,0,0,0,0,0,.,0,0,0,0,0,0,101,101,101,1,11,40,61,0,61,0,135,135,43,0.3185,24,71,64,0,92,0,6,0,0,0,.,0,0,0,0,0,0
OR-500,621,592,592,0.9533,493,128,0,64,195,414,12,29,31,464,464,0.9412,0,0,43,132,349,12,5,12,128,128,1,21,63,65,0,24,19,0,0,.,0,0,0,0,0,0,235,229,229,0.9745,50,151,84,0,51,16,723,723,723,1,60,205,518,0,325,17,254,0,0,0,.,0,0,0,0,0,0
OR-501,2223,2140,1874,0.843,1606,617,0,107,325,1893,5,230,138,1523,1257,0.7827,75,21,90,281,1323,2,120,70,617,617,1,17,44,570,3,110,68,0,0,.,0,0,0,0,0,0,2275,1987,1987,0.8734,534,1714,561,0,108,90,4942,4863,4160,0.8418,549,1821,3121,0,740,64,2032,0,0,0,.,0,0,0,0,0,0
OR-502,318,287,182,0.5723,104,214,0,43,126,175,17,68,31,73,26,0.25,84,0,16,57,32,15,10,15,214,156,0.729,27,69,143,2,58,16,0,0,.,0,0,0,0,0,0,39,39,39,1,3,9,30,0,27,3,437,437,124,0.2838,188,247,190,0,313,0,68,0,0,0,.,0,0,0,0,0,0
OR-503,385,361,220,0.5714,303,82,0,37,115,253,17,6,40,279,178,0.5875,107,3,30,98,197,8,6,12,82,42,0.5122,7,17,56,9,0,28,0,0,.,0,0,0,0,0,0,65,65,65,1,14,54,11,0,0,0,157,157,19,0.121,33,65,92,0,137,0,120,6,6,0,0,2,6,0,0,0,0
OR-505,3252,2865,934,0.2872,1714,1538,0,451,1333,1841,78,116,159,1486,336,0.196,199,0,207,611,1050,53,12,98,1379,598,0.3888,244,722,791,25,104,61,0,0,.,0,0,0,0,0,0,1153,1153,1051,0.9115,238,607,545,1,254,10,570,570,300,0.5263,124,368,202,0,233,0,101,346,346,323,0.9335,25,78,268,0,0,0
OR-506,240,208,208,0.8667,111,119,10,43,144,94,2,86,15,87,87,0.7838,129,4,27,103,6,2,0,5,111,111,0.9328,16,41,78,0,86,10,10,10,1,0,0,10,0,0,0,230,230,230,1,58,210,20,0,52,0,495,495,495,1,35,131,364,0,238,0,156,0,0,0,.,0,0,0,0,0,0
OR-507,108,54,54,0.5,75,33,0,26,73,35,0,15,27,21,21,0.28,0,146,17,53,22,0,15,0,33,33,1,9,20,13,0,0,27,0,0,.,0,0,0,0,0,0,208,194,194,0.9327,54,185,23,0,23,0,390,383,383,0.9821,50,154,236,0,179,0,177,0,0,0,.,0,0,0,0,0,0
PA-500,5032,4749,4045,0.8039,3649,1129,254,714,2208,2805,19,154,296,3448,2875,0.7879,316,71,436,1446,2184,19,25,101,1047,935,0.8282,278,762,367,0,98,171,254,235,0.9252,0,0,254,0,31,24,1111,998,945,0.8506,285,885,226,0,59,108,4991,4991,3581,0.7175,640,2160,2831,0,1184,47,1507,0,0,0,.,0,0,0,0,0,0
PA-501,350,334,202,0.5771,205,120,25,63,170,180,0,16,2,189,85,0.4146,77,3,29,89,116,0,0,0,120,92,0.7667,34,81,39,0,16,2,25,25,1,0,0,25,0,0,0,106,98,67,0.6321,37,94,12,0,6,4,218,218,123,0.5642,29,80,138,0,100,0,37,34,34,34,1,1,3,31,0,14,0
PA-502,406,371,351,0.8645,327,79,0,75,212,194,0,0,2,292,272,0.8318,0,0,51,166,161,0,0,2,79,79,1,24,46,33,0,0,0,0,0,.,0,0,0,0,0,0,233,233,233,1,58,187,46,0,33,0,428,428,428,1,58,167,261,0,93,5,95,2,2,2,1,0,0,2,0,0,0
PA-503,230,170,170,0.7391,112,118,0,32,105,121,4,14,12,88,88,0.7857,0,45,11,26,82,4,0,4,82,82,0.6949,21,79,39,0,14,8,0,0,.,0,0,0,0,0,0,137,137,137,1,32,93,44,0,25,11,323,323,260,0.805,69,194,129,0,94,0,34,0,0,0,.,0,0,0,0,0,0
PA-504,245,206,193,0.7878,186,59,0,47,180,65,0,0,0,162,149,0.8011,36,1,34,121,65,0,0,0,44,44,0.7458,13,59,0,0,0,0,0,0,.,0,0,0,0,0,0,347,347,347,1,72,255,92,0,0,23,222,222,222,1,27,85,137,0,0,0,117,0,0,0,.,0,0,0,0,0,0
PA-505,528,469,422,0.7992,210,318,0,49,146,382,0,227,0,195,154,0.7333,29,0,35,102,108,0,10,0,274,268,0.8428,14,44,274,0,217,0,0,0,.,0,0,0,0,0,0,120,120,120,1,30,92,28,0,22,0,242,242,242,1,17,65,177,0,0,2,16,60,56,41,0.6833,0,0,60,0,0,0
PA-506,506,440,440,0.8696,230,276,0,67,196,310,0,18,17,180,180,0.7826,30,60,23,95,135,0,13,16,260,260,0.942,44,101,175,0,5,1,0,0,.,0,0,0,0,0,0,60,60,60,1,9,39,21,0,51,0,349,349,299,0.8567,54,188,161,0,50,7,0,0,0,0,.,0,0,0,0,0,0
PA-508,151,122,122,0.8079,70,70,11,23,73,78,0,30,8,50,50,0.7143,13,32,10,38,32,0,0,0,61,61,0.8714,13,35,35,0,23,8,11,11,1,0,0,11,0,7,0,197,148,148,0.7513,60,184,13,0,6,25,214,214,164,0.7664,30,105,109,0,58,4,210,0,0,0,.,0,0,0,0,0,0
PA-509,1889,1447,944,0.4997,1312,577,0,304,1058,791,40,39,56,939,618,0.471,253,55,200,750,535,27,7,27,508,326,0.565,104,308,256,13,32,29,0,0,.,0,0,0,0,0,0,1021,943,943,0.9236,229,728,293,0,58,75,1099,1099,904,0.8226,126,414,685,0,202,0,838,89,89,84,0.9438,16,43,46,0,4,0
PA-510,395,336,336,0.8506,213,182,0,48,179,216,0,22,0,175,175,0.8216,80,0,36,139,74,0,0,0,161,161,0.8846,12,40,142,0,22,0,0,0,.,0,0,0,0,0,0,433,433,433,1,110,367,66,0,0,0,137,137,137,1,12,43,94,0,4,8,24,0,0,0,.,0,0,0,0,0,0
PA-511,291,275,270,0.9278,94,197,0,64,242,46,3,0,3,78,78,0.8298,87,0,9,72,19,3,0,3,197,192,0.9746,55,170,27,0,0,0,0,0,.,0,0,0,0,0,0,89,89,89,1,21,69,20,0,1,13,122,122,101,0.8279,11,33,89,0,21,0,39,0,0,0,.,0,0,0,0,0,0
PA-512,379,291,291,0.7678,220,159,0,56,196,183,0,0,17,186,186,0.8455,0,68,25,96,124,0,0,11,105,105,0.6604,31,100,59,0,0,6,0,0,.,0,0,0,0,0,0,168,168,168,1,40,136,32,0,7,14,215,215,180,0.8372,13,42,173,0,35,0,165,4,4,4,1,1,3,1,0,4,0
PA-600,663,568,568,0.8567,487,169,7,104,293,370,0,69,26,392,392,0.8049,148,7,98,263,224,0,7,18,169,169,1,6,30,139,0,55,8,7,7,1,0,0,7,0,7,0,691,622,592,0.8567,132,421,270,0,47,65,2376,2376,1910,0.8039,473,1378,998,0,581,8,1020,0,0,0,.,0,0,0,0,0,0
PA-601,1056,782,390,0.3693,762,294,0,143,444,598,14,98,14,518,185,0.2428,20,33,101,324,438,0,46,0,264,205,0.6973,42,120,160,14,52,14,0,0,.,0,0,0,0,0,0,525,525,514,0.979,96,308,217,0,91,9,1217,1131,899,0.7387,197,573,644,0,239,9,950,29,29,18,0.6207,0,0,29,0,11,0
PA-603,152,120,120,0.7895,113,39,0,30,102,50,0,2,63,91,91,0.8053,0,0,22,79,34,0,1,62,29,29,0.7436,8,23,16,0,1,1,0,0,.,0,0,0,0,0,0,7,7,7,1,0,0,7,0,7,0,150,150,150,1,35,100,50,0,7,4,102,0,0,0,.,0,0,0,0,0,0
PA-605,414,332,332,0.8019,267,137,10,49,168,246,0,13,12,213,213,0.7978,145,0,25,102,165,0,3,0,109,109,0.7956,24,66,71,0,0,12,10,10,1,0,0,10,0,10,0,178,178,178,1,38,141,37,0,2,0,397,397,295,0.7431,66,247,150,0,102,0,177,90,90,90,1,0,0,90,0,0,0
PR-502,556,400,400,0.7194,198,346,12,47,143,413,0,5,13,146,146,0.7374,0,0,14,41,157,0,0,0,242,242,0.6994,33,102,244,0,5,13,12,12,1,0,0,12,0,0,0,174,156,156,0.8966,30,77,97,0,0,6,1256,1230,1230,0.9793,101,291,965,0,175,4,783,255,255,255,1,0,0,255,0,0,0
PR-503,299,266,266,0.8896,232,57,10,5,33,248,18,26,18,214,214,0.9224,0,4,4,18,196,18,7,18,42,42,0.7368,1,15,42,0,19,0,10,10,1,0,0,10,0,0,0,115,83,83,0.7217,12,56,59,0,3,0,643,541,487,0.7574,53,168,475,0,54,0,411,0,0,0,.,0,0,0,0,0,0
RI-500,952,778,676,0.7101,662,290,0,133,345,607,0,68,0,574,478,0.7221,87,56,74,191,471,0,0,0,204,198,0.6828,59,154,136,0,68,0,0,0,.,0,0,0,0,0,0,259,259,259,1,50,181,78,0,50,6,1518,1427,1135,0.7477,212,655,863,0,353,5,925,467,467,467,1,47,130,337,0,0,0
SC-500,336,276,255,0.7589,234,97,5,30,112,224,0,102,0,174,153,0.6538,0,2,27,102,132,0,0,0,97,97,1,3,10,87,0,97,0,5,5,1,0,0,5,0,5,0,46,46,46,1,11,27,19,0,6,0,398,398,93,0.2337,0,0,398,0,305,0,93,0,0,0,.,0,0,0,0,0,0
SC-501,1138,939,341,0.2996,912,214,12,83,574,562,2,10,23,754,286,0.3136,221,0,43,468,444,0,2,0,173,43,0.2009,40,106,106,2,8,23,12,12,1,0,0,12,0,0,0,120,120,120,1,20,70,50,0,20,0,348,348,348,1,17,46,302,0,145,0,348,0,0,0,.,0,0,0,0,0,0
SC-502,1059,948,808,0.763,640,419,0,55,311,748,0,112,75,542,486,0.7594,254,0,13,154,486,0,6,24,406,322,0.7685,42,157,262,0,106,51,0,0,.,0,0,0,0,0,0,203,203,203,1,29,108,95,0,100,1,907,843,843,0.9294,97,298,609,0,517,21,216,152,152,152,1,21,63,61,28,12,37
SC-503,538,474,438,0.8141,423,115,0,43,183,321,34,12,34,373,343,0.8109,0,6,36,163,252,8,6,8,101,95,0.8261,7,20,69,26,6,26,0,0,.,0,0,0,0,0,0,99,99,99,1,14,48,51,0,49,14,418,418,418,1,62,219,199,0,259,0,381,132,132,132,1,12,40,92,0,0,0
SD-500,1074,627,142,0.1322,939,135,0,216,572,502,0,42,37,521,135,0.1438,14,66,193,528,411,0,24,18,106,7,0.0519,23,44,91,0,18,19,0,0,.,0,0,0,0,0,0,323,273,273,0.8452,82,271,52,0,42,0,602,602,185,0.3073,93,224,378,0,417,0,406,25,25,25,1,0,0,25,0,25,0
TN-500,201,201,193,0.9602,185,16,0,24,75,126,0,8,0,185,185,1.0,160,0,22,67,118,0,0,0,16,8,0.5,2,8,8,0,8,0,0,0,.,0,0,0,0,0,0,121,121,121,1,15,57,64,0,53,0,473,473,417,0.8816,124,305,168,0,56,0,0,19,0,0,0,0,0,19,0,0,0
TN-501,1415,1308,1228,0.8678,393,1022,0,256,778,633,4,138,4,351,323,0.8219,61,99,28,111,278,4,0,4,957,905,0.8855,228,667,355,0,138,0,0,0,.,0,0,0,0,0,0,387,387,387,1,75,273,114,0,65,34,1409,1409,858,0.6089,167,621,788,0,640,0,1328,54,54,54,1,12,40,14,0,0,0
TN-502,672,605,605,0.9003,414,258,0,26,86,586,0,40,36,371,371,0.8961,0,0,20,69,345,0,0,4,234,234,0.907,6,17,241,0,40,32,0,0,.,0,0,0,0,0,0,211,211,211,1,51,182,29,0,26,0,408,408,353,0.8652,20,58,350,0,168,0,102,0,0,0,.,0,0,0,0,0,0
TN-503,335,204,178,0.5313,221,114,0,13,134,201,0,59,0,104,78,0.3529,24,7,11,128,93,0,5,0,100,100,0.8772,2,6,108,0,54,0,0,0,.,0,0,0,0,0,0,5,5,5,1,1,4,1,0,0,0,146,146,146,1,15,36,110,0,27,0,51,0,0,0,.,0,0,0,0,0,0
TN-504,1531,1430,270,0.1764,1162,364,5,67,270,1249,12,108,12,1081,62,0.0534,324,0,48,198,952,12,0,12,344,203,0.5577,19,72,292,0,103,0,5,5,1,0,0,5,0,5,0,167,167,167,1,40,145,22,0,20,6,1261,1261,1261,1,175,412,849,0,517,0,176,119,119,119,1,0,0,119,0,0,0
TN-506,284,210,134,0.4718,241,43,0,18,85,199,0,0,0,188,134,0.556,30,0,13,69,172,0,0,0,22,0,0,5,16,27,0,0,0,0,0,.,0,0,0,0,0,0,26,26,26,1,6,14,12,0,6,0,174,174,104,0.5977,36,97,77,0,70,0,0,0,0,0,.,0,0,0,0,0,0
TN-507,100,56,56,0.56,48,44,8,16,50,50,0,0,0,4,4,0.0833,25,1,12,37,11,0,0,0,44,44,1,4,13,31,0,0,0,8,8,1,0,0,8,0,0,0,99,99,99,1,15,68,31,0,13,0,265,265,240,0.9057,55,153,112,0,30,1,27,0,0,0,.,0,0,0,0,0,0
TN-509,464,388,160,0.3448,353,111,0,34,209,252,3,18,3,277,142,0.4023,36,20,25,163,187,3,0,3,111,18,0.1622,9,46,65,0,18,0,0,0,.,0,0,0,0,0,0,147,127,127,0.8639,25,88,59,0,27,0,466,466,279,0.5987,30,72,394,0,187,0,220,0,0,0,.,0,0,0,0,0,0
TN-510,209,178,66,0.3158,130,79,0,10,70,139,0,0,0,99,58,0.4462,55,4,7,62,68,0,0,0,79,8,0.1013,3,8,71,0,0,0,0,0,.,0,0,0,0,0,0,12,12,12,1,3,9,3,0,0,0,236,236,114,0.4831,38,123,113,0,122,3,2,0,0,0,.,0,0,0,0,0,0
TN-512,202,143,48,0.2376,159,43,0,39,117,84,1,0,1,100,39,0.2453,39,10,31,97,62,0,0,0,43,9,0.2093,8,20,22,1,0,1,0,0,.,0,0,0,0,0,0,136,136,136,1,21,78,58,0,21,0,43,43,43,1,7,23,20,0,13,0,43,0,0,0,.,0,0,0,0,0,0
TX-500,1809,1637,1616,0.8933,1359,450,0,223,767,1035,7,108,7,1228,1225,0.9014,0,38,144,529,823,7,28,7,409,391,0.8689,79,238,212,0,80,0,0,0,.,0,0,0,0,0,0,582,540,540,0.9278,118,409,173,0,130,39,2113,2113,2113,1,305,1025,1088,0,1087,0,888,1214,1214,1214,1,289,1070,144,0,0,0
TX-503,1199,960,960,0.8007,867,317,15,168,544,637,18,89,69,761,761,0.8777,0,0,86,303,546,18,42,20,184,184,0.5804,82,241,76,0,32,49,15,15,1,0,0,15,0,15,0,727,612,612,0.8418,133,441,286,0,108,67,1083,1067,1067,0.9852,70,230,853,0,590,0,1018,190,190,190,1,40,120,70,0,0,20
TX-600,3227,2571,1488,0.4611,1871,1311,45,327,1198,1978,51,214,102,1601,1279,0.6836,165,33,105,409,1415,47,108,47,925,164,0.1251,222,789,518,4,86,55,45,45,1,0,0,45,0,20,0,373,358,358,0.9598,86,291,82,0,16,28,2191,2191,2191,1,215,538,1653,0,897,35,1096,733,733,733,1,230,672,61,0,0,0
TX-601,1748,1503,1151,0.6585,1513,215,20,195,656,1076,16,110,24,1339,987,0.6523,67,40,164,540,957,16,30,16,144,144,0.6698,31,116,99,0,80,8,20,20,1,0,0,20,0,0,0,849,681,681,0.8021,202,630,219,0,74,3,1741,1719,1709,0.9816,203,532,1209,0,405,0,1563,222,222,40,0.1802,6,21,201,0,0,0
TX-603,1032,953,613,0.594,806,226,0,114,425,594,13,43,34,742,498,0.6179,0,36,68,279,514,13,23,28,211,115,0.5088,46,146,80,0,20,6,0,0,.,0,0,0,0,0,0,237,237,237,1,45,146,91,0,56,21,112,112,112,1,10,32,80,0,15,9,101,124,124,23,0.1855,0,0,124,0,0,0
TX-604,237,165,99,0.4177,155,82,0,31,156,80,1,38,11,99,99,0.6387,0,3,7,75,80,0,38,5,66,0,0,24,81,0,1,0,6,0,0,.,0,0,0,0,0,0,31,16,8,0.2581,6,15,16,0,8,0,111,107,107,0.964,0,0,111,0,70,0,7,5,5,5,1,0,0,5,0,5,0
TX-607,5050,3207,2102,0.4162,4065,985,0,740,2454,2445,151,176,239,2551,1746,0.4295,0,147,509,1788,2144,133,100,164,656,356,0.3614,231,666,301,18,76,75,0,0,.,0,0,0,0,0,0,859,620,550,0.6403,248,540,319,0,214,28,977,977,297,0.304,153,193,784,0,675,14,235,0,0,0,.,0,0,0,0,0,0
TX-611,662,638,638,0.9637,354,308,0,25,232,414,16,311,231,330,330,0.9322,0,0,21,112,226,16,229,82,308,308,1,4,120,188,0,82,149,0,0,.,0,0,0,0,0,0,94,94,94,1,34,88,6,0,0,60,218,218,218,1,13,46,172,0,118,31,114,0,0,0,.,0,0,0,0,0,0
TX-624,401,327,279,0.6958,387,14,0,8,129,238,34,0,34,313,279,0.7209,0,0,8,129,224,34,0,34,14,0,0,0,0,14,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,29,29,29,1,0,0,29,0,0,0,0,0,0,0,.,0,0,0,0,0,0
TX-700,2746,2288,2273,0.8277,1846,868,32,315,1129,1613,4,130,104,1455,1440,0.7801,0,101,251,929,913,4,35,76,801,801,0.9228,64,200,668,0,63,28,32,32,1,0,0,32,0,32,0,1314,822,822,0.6256,321,1155,159,0,125,0,5494,5288,5288,0.9625,613,1936,3558,0,1488,40,2579,25,25,25,1,0,0,25,0,25,0
TX-701,160,128,104,0.65,160,0,0,18,54,106,0,0,0,128,104,0.65,12,0,18,54,106,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,57,57,57,1,11,39,18,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
UT-500,1758,1437,1286,0.7315,1451,307,0,102,722,1002,34,81,71,1215,1113,0.7671,80,90,66,579,838,34,14,34,222,173,0.5635,36,143,164,0,67,37,0,0,.,0,0,0,0,0,0,751,650,736,0.98,112,399,352,0,67,40,2507,2507,2442,0.9741,368,1257,1250,0,597,20,1502,98,98,98,1,26,83,15,0,15,0
UT-503,1025,598,531,0.518,858,167,0,145,502,491,32,27,32,566,499,0.5816,0,13,106,368,458,32,0,32,32,32,0.1916,39,134,33,0,27,0,0,0,.,0,0,0,0,0,0,429,336,369,0.8601,122,365,64,0,0,16,357,357,268,0.7507,21,78,279,0,100,0,90,0,0,0,.,0,0,0,0,0,0
UT-504,144,83,69,0.4792,80,64,0,18,50,82,12,0,12,46,40,0.5,0,0,8,24,44,12,0,12,37,29,0.4531,10,26,38,0,0,0,0,0,.,0,0,0,0,0,0,28,28,28,1,3,10,18,0,14,0,148,140,140,0.9459,22,66,82,0,0,0,114,0,0,0,.,0,0,0,0,0,0
VA-500,440,389,355,0.8068,329,86,25,47,157,283,0,56,0,294,268,0.8146,0,90,43,143,186,0,0,0,70,62,0.7209,4,14,72,0,36,0,25,25,1,0,0,25,0,20,0,210,167,167,0.7952,45,149,61,0,5,2,877,877,438,0.4994,72,244,633,0,354,0,201,130,130,130,1,8,23,107,0,0,0
VA-501,610,485,485,0.7951,499,111,0,58,203,407,0,6,0,408,408,0.8176,191,14,44,154,345,0,6,0,77,77,0.6937,14,49,62,0,0,0,0,0,.,0,0,0,0,0,0,496,440,440,0.8871,111,405,91,0,63,0,666,666,395,0.5931,74,252,414,0,271,0,302,186,186,159,0.8548,0,0,186,0,0,0
VA-502,449,373,373,0.8307,449,0,0,26,161,288,0,15,0,373,373,0.8307,0,2,26,161,288,0,15,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,79,79,79,1,12,40,39,0,65,0,198,198,198,1,17,70,128,0,137,2,60,0,0,0,.,0,0,0,0,0,0
VA-503,169,128,88,0.5207,113,56,0,17,76,72,21,16,21,72,72,0.6372,60,0,7,36,56,21,0,21,56,16,0.2857,10,40,16,0,16,0,0,0,.,0,0,0,0,0,0,150,34,34,0.2267,28,97,53,0,19,0,343,343,343,1,34,125,218,0,200,5,64,181,181,181,1,7,39,142,0,0,0
